,time,channel1,channel2,channel3,channel4,c1,c2,c3,c4
0,1637709537.294125,,,,,-218.26171875,-88.8671875,142.578125,-155.76171875
1,1637709537.2980313,,,,,-261.71875,-143.5546875,104.4921875,-160.64453125
2,1637709537.3019376,,,,,12.6953125,-142.578125,72.75390625,-105.46875
3,1637709537.3058438,,,,,131.8359375,-102.5390625,195.3125,-80.078125
4,1637709537.30975,,,,,-125.0,-125.0,191.40625,-124.51171875
5,1637709537.3136563,,,,,-280.2734375,-185.546875,-91.30859375,-143.5546875
6,1637709537.3175626,,,,,-53.7109375,-168.45703125,-122.0703125,-106.93359375
7,1637709537.3214688,,,,,148.92578125,-89.84375,228.02734375,-96.6796875
8,1637709537.325375,,,,,-39.0625,-116.69921875,229.00390625,-123.046875
9,1637709537.3292813,,,,,-286.62109375,-184.08203125,-61.03515625,-150.390625
10,1637709537.3331876,,,,,-156.25,-157.71484375,-98.14453125,-131.34765625
11,1637709537.3370938,,,,,109.86328125,-96.19140625,205.56640625,-86.42578125
12,1637709537.352125,,,,,38.0859375,-126.953125,194.82421875,-92.7734375
13,1637709537.3560312,,,,,-247.55859375,-192.3828125,-104.98046875,-129.8828125
14,1637709537.3599374,,,,,-240.234375,-164.55078125,-119.140625,-134.27734375
15,1637709537.3638437,,,,,47.8515625,-129.8828125,104.4921875,-102.5390625
16,1637709537.36775,,,,,84.47265625,-137.20703125,145.01953125,-91.796875
17,1637709537.3716562,,,,,-195.80078125,-207.51953125,-130.859375,-119.140625
18,1637709537.3755624,,,,,-281.73828125,-203.61328125,-325.1953125,-136.23046875
19,1637709537.3794687,,,,,-35.15625,-77.1484375,95.703125,-117.1875
20,1637709537.383375,,,,,119.140625,-106.93359375,178.22265625,-87.40234375
21,1637709537.3872812,,,,,-114.74609375,-149.4140625,41.015625,-115.234375
22,1637709537.3911874,,,,,-306.15234375,-131.34765625,72.75390625,-147.4609375
23,1637709537.3950937,,,,,-104.4921875,-121.09375,140.625,-122.55859375
24,1637709537.398125,,,,,125.9765625,-145.5078125,100.5859375,-79.58984375
25,1637709537.4020312,,,,,-40.52734375,-161.62109375,-1.46484375,-99.609375
26,1637709537.4059374,,,,,-301.26953125,-139.6484375,60.05859375,-148.4375
27,1637709537.4098437,,,,,-194.82421875,-128.41796875,126.46484375,-138.18359375
28,1637709537.41375,,,,,89.35546875,-157.71484375,73.2421875,-76.171875
29,1637709537.4176562,,,,,36.62109375,-192.3828125,-131.34765625,-81.54296875
30,1637709537.4215624,,,,,-264.16015625,-158.203125,-153.3203125,-152.34375
31,1637709537.4254687,,,,,-262.20703125,-128.90625,-3.90625,-164.0625
32,1637709537.429375,,,,,42.96875,-177.24609375,-43.9453125,-98.14453125
33,1637709537.4332812,,,,,104.00390625,-188.96484375,-137.20703125,-76.66015625
34,1637709537.4371874,,,,,-192.3828125,-120.60546875,69.3359375,-141.6015625
35,1637709537.4410937,,,,,-303.7109375,-145.99609375,90.33203125,-160.64453125
36,1637709537.442125,,,,,-53.22265625,-165.0390625,-24.90234375,-108.3984375
37,1637709537.4460313,,,,,99.609375,-136.71875,67.3828125,-84.47265625
38,1637709537.4499376,,,,,-120.1171875,-147.4609375,138.18359375,-120.60546875
