,time,channel1,channel2,channel3,channel4,c1,c2,c3,c4
0,1644534452647207.8,,,,,28.80859375,-13.671875,-7.32421875,38.0859375
1,1644534452651114.0,,,,,15.625,-20.01953125,2.9296875,28.80859375
2,1644534452655020.2,,,,,-5.37109375,-33.69140625,-5.37109375,29.78515625
3,1644534452658926.5,,,,,8.30078125,-24.4140625,-2.9296875,31.73828125
4,1644534452662832.8,,,,,26.85546875,-11.71875,-9.27734375,42.96875
5,1644534452666739.0,,,,,40.0390625,-9.27734375,-8.7890625,51.7578125
6,1644534452670645.2,,,,,59.08203125,-17.578125,-13.18359375,40.52734375
7,1644534452674551.5,,,,,55.17578125,-26.85546875,-13.18359375,21.97265625
8,1644534452678457.8,,,,,43.45703125,-31.25,0.0,12.20703125
9,1644534452682364.0,,,,,44.43359375,-38.0859375,-6.34765625,-3.41796875
10,1644534452686270.2,,,,,67.87109375,-23.4375,-3.41796875,20.01953125
11,1644534452690176.5,,,,,71.2890625,-9.765625,8.7890625,50.78125
12,1644534452694082.8,,,,,70.80078125,-12.20703125,15.625,23.4375
13,1644534452697989.0,,,,,49.31640625,-19.53125,4.39453125,-11.23046875
14,1644534452701895.2,,,,,24.90234375,-15.13671875,1.953125,-19.53125
15,1644534452705801.5,,,,,21.97265625,-12.20703125,6.8359375,-53.22265625
16,1644534452709707.8,,,,,8.30078125,-17.578125,2.9296875,-99.12109375
17,1644534452713614.0,,,,,-5.37109375,-33.69140625,-8.7890625,-132.8125
18,1644534452717520.2,,,,,-17.578125,-54.19921875,-6.34765625,-180.6640625
19,1644534452721426.5,,,,,-13.18359375,-40.52734375,-7.8125,-233.88671875
20,1644534452725332.8,,,,,-19.53125,-23.92578125,-6.8359375,-272.94921875
21,1644534452729239.0,,,,,-21.97265625,-31.73828125,-0.9765625,-282.2265625
22,1644534452733145.2,,,,,-17.08984375,-30.76171875,-4.8828125,-297.8515625
23,1644534452737051.5,,,,,-25.87890625,-30.2734375,-9.27734375,-304.6875
24,1644534452740957.8,,,,,-38.0859375,-20.5078125,-0.48828125,-277.34375
25,1644534452744864.0,,,,,-29.78515625,-24.90234375,-0.48828125,-234.375
26,1644534452748770.2,,,,,-6.8359375,-32.2265625,10.25390625,-159.1796875
27,1644534452752676.5,,,,,0.0,-36.62109375,13.18359375,-113.76953125
28,1644534452756582.8,,,,,-14.16015625,-37.109375,5.859375,-103.515625
29,1644534452760489.0,,,,,-8.7890625,-28.80859375,16.6015625,-57.12890625
30,1644534452764395.2,,,,,19.04296875,-24.4140625,19.53125,-118.1640625
31,1644534452768301.5,,,,,37.109375,-22.4609375,18.5546875,-179.19921875
32,1644534452772207.8,,,,,46.875,-25.87890625,17.08984375,-51.7578125
33,1644534452776114.0,,,,,56.15234375,-20.5078125,20.01953125,54.19921875
