,time,TP09,AF7,AF8,TP10
0,0.0,386.23046875,-12.6953125,-16.11328125,323.2421875
1,0.003904581069946289,-263.18359375,-10.25390625,-24.4140625,-190.4296875
2,0.00780940055847168,-467.7734375,-11.71875,-25.87890625,-371.58203125
3,0.01171422004699707,145.01953125,-13.18359375,-19.53125,93.26171875
4,0.015619039535522461,471.19140625,-11.23046875,-14.16015625,375.48828125
5,0.01952385902404785,-74.70703125,-14.6484375,-20.01953125,-38.0859375
6,0.023428678512573242,-515.625,-20.5078125,-23.92578125,-408.69140625
7,0.027333498001098633,-50.78125,-19.04296875,-18.5546875,-50.78125
8,0.031238317489624023,469.7265625,-20.5078125,-15.13671875,384.27734375
9,0.03514289855957031,118.65234375,-20.01953125,-20.01953125,119.140625
10,0.0390477180480957,-482.91015625,-21.484375,-27.83203125,-366.2109375
11,0.042952537536621094,-223.6328125,-20.5078125,-21.97265625,-180.17578125
12,0.046869754791259766,431.640625,-15.13671875,-13.671875,344.23828125
13,0.050774574279785156,307.12890625,-5.859375,-13.671875,268.5546875
14,0.054679155349731445,-354.98046875,0.0,-20.99609375,-260.25390625
15,0.058583974838256836,-374.51171875,-5.37109375,-23.92578125,-297.8515625
16,0.06248879432678223,283.203125,-10.25390625,-20.5078125,220.21484375
17,0.06639361381530762,428.22265625,-6.8359375,-18.06640625,361.81640625
18,0.07029843330383301,-203.61328125,-3.90625,-20.01953125,-131.34765625
19,0.0742032527923584,-468.75,-8.30078125,-24.90234375,-372.55859375
20,0.07810807228088379,100.5859375,-11.23046875,-20.99609375,62.5
21,0.08201289176940918,482.91015625,-2.9296875,-13.671875,391.11328125
22,0.08591747283935547,-9.27734375,3.41796875,-14.16015625,14.6484375
23,0.08982229232788086,-497.0703125,-1.953125,-18.06640625,-393.5546875
24,0.09373688697814941,-90.8203125,-11.71875,-18.06640625,-100.5859375
25,0.0976417064666748,480.95703125,-6.34765625,-8.7890625,365.72265625
26,0.1015465259552002,193.84765625,-1.953125,-8.7890625,163.57421875
27,0.10545134544372559,-438.4765625,-10.25390625,-18.5546875,-347.16796875
28,0.10935592651367188,-267.578125,-20.5078125,-20.99609375,-239.74609375
29,0.11326074600219727,386.71875,-21.484375,-14.6484375,287.109375
30,0.11716556549072266,346.6796875,-15.625,-11.23046875,288.0859375
31,0.12107038497924805,-316.40625,-10.25390625,-18.06640625,-243.1640625
32,0.12497520446777344,-399.90234375,-5.37109375,-16.11328125,-336.42578125
33,0.12888002395629883,250.48828125,-0.48828125,-9.27734375,175.29296875
34,0.13278484344482422,448.2421875,-6.8359375,-7.8125,359.375
35,0.1366894245147705,-163.57421875,-11.71875,-15.13671875,-121.09375
36,0.14060211181640625,-483.3984375,-7.8125,-20.5078125,-406.73828125
37,0.14450669288635254,54.6875,-13.671875,-17.08984375,8.30078125
38,0.14841151237487793,491.69921875,-11.71875,-12.20703125,376.953125
39,0.15231633186340332,36.62109375,-11.71875,-17.578125,35.15625
40,0.1562211513519287,-504.39453125,-20.01953125,-21.484375,-400.87890625
41,0.1601259708404541,-147.94921875,-11.23046875,-12.20703125,-135.7421875
42,0.1640307903289795,456.54296875,-3.90625,-5.859375,359.86328125
43,0.16793560981750488,226.07421875,-6.34765625,-8.30078125,199.70703125
44,0.17184042930603027,-423.828125,-9.27734375,-15.625,-330.56640625
45,0.17574501037597656,-317.3828125,-11.23046875,-17.08984375,-267.08984375
46,0.17964982986450195,341.30859375,-15.625,-12.20703125,258.7890625
47,0.18355464935302734,370.1171875,-15.13671875,-9.27734375,294.43359375
48,0.18748092651367188,-281.25,-12.20703125,-13.671875,-218.75
49,0.19138550758361816,-443.84765625,-18.06640625,-20.5078125,-355.46875
50,0.19529032707214355,176.26953125,-22.94921875,-16.6015625,135.7421875
51,0.19919514656066895,458.984375,-15.625,-10.7421875,373.046875
52,0.20309996604919434,-113.28125,-8.7890625,-15.13671875,-69.82421875
53,0.20700478553771973,-504.8828125,-10.7421875,-18.06640625,-396.484375
54,0.21090960502624512,-2.9296875,-15.625,-11.71875,-12.6953125
55,0.2148144245147705,487.3046875,-15.625,-10.7421875,393.5546875
56,0.2187190055847168,90.33203125,-15.13671875,-14.16015625,89.35546875
57,0.2226238250732422,-487.3046875,-18.5546875,-20.01953125,-377.9296875
58,0.22652864456176758,-198.73046875,-20.5078125,-20.99609375,-172.8515625
59,0.23043346405029297,430.6640625,-24.90234375,-13.18359375,328.61328125
60,0.2343578338623047,272.94921875,-19.04296875,-9.765625,225.09765625
61,0.23826241493225098,-385.7421875,-11.23046875,-12.6953125,-304.19921875
62,0.24216723442077637,-355.95703125,-14.16015625,-12.20703125,-304.6875
63,0.24607205390930176,306.15234375,-16.6015625,-9.27734375,209.9609375
64,0.24997687339782715,413.0859375,-12.6953125,-10.7421875,319.3359375
65,0.25388169288635254,-234.86328125,-11.23046875,-21.97265625,-179.19921875
66,0.25778651237487793,-463.8671875,-13.18359375,-28.3203125,-383.30078125
67,0.2616913318634033,142.08984375,-9.765625,-21.97265625,85.44921875
68,0.2655961513519287,489.74609375,-6.34765625,-15.13671875,384.27734375
69,0.269500732421875,-45.8984375,-8.7890625,-21.97265625,-26.85546875
70,0.2734055519104004,-504.39453125,-14.6484375,-24.4140625,-409.66796875
71,0.2773103713989258,-51.26953125,-9.765625,-14.16015625,-70.3125
72,0.2812321186065674,487.79296875,-7.8125,-8.30078125,378.90625
73,0.2851369380950928,145.5078125,-6.8359375,-11.23046875,134.27734375
74,0.28904175758361816,-474.12109375,-6.34765625,-17.578125,-361.328125
75,0.29294657707214355,-239.74609375,-12.20703125,-13.18359375,-197.75390625
76,0.29685139656066895,371.09375,-11.23046875,-5.859375,287.109375
77,0.30075621604919434,260.7421875,-10.7421875,-5.859375,232.421875
78,0.3046610355377197,-351.5625,-7.8125,-7.32421875,-256.8359375
79,0.3085658550262451,-395.01953125,-8.30078125,-10.7421875,-325.1953125
80,0.3124704360961914,261.71875,-8.7890625,-4.39453125,196.2890625
81,0.3163752555847168,428.22265625,-4.8828125,2.44140625,359.375
82,0.3202800750732422,-200.1953125,-5.859375,-8.7890625,-141.11328125
83,0.3241848945617676,-488.76953125,-12.6953125,-20.99609375,-398.4375
84,0.32810521125793457,75.1953125,-15.13671875,-15.625,40.0390625
85,0.33201003074645996,474.609375,-15.625,-6.34765625,379.39453125
86,0.33591485023498535,-6.34765625,-14.6484375,-5.859375,5.37109375
87,0.33981966972351074,-508.7890625,-18.06640625,-19.04296875,-413.0859375
88,0.34372448921203613,-116.69921875,-20.01953125,-18.5546875,-119.62890625
89,0.3476293087005615,460.9375,-16.11328125,-8.7890625,346.6796875
90,0.3515341281890869,182.6171875,-19.04296875,-15.625,158.69140625
91,0.3554389476776123,-447.75390625,-17.578125,-20.5078125,-338.8671875
92,0.3593435287475586,-286.1328125,-15.13671875,-18.06640625,-237.79296875
93,0.363248348236084,376.46484375,-12.20703125,-11.23046875,279.78515625
94,0.3671531677246094,361.81640625,-8.30078125,-8.30078125,293.9453125
95,0.37105798721313477,-304.19921875,-16.11328125,-14.6484375,-218.75
96,0.37497591972351074,-419.921875,-22.4609375,-18.5546875,-330.078125
97,0.37888073921203613,217.28515625,-20.99609375,-7.32421875,170.8984375
98,0.3827855587005615,456.54296875,-15.625,-0.9765625,382.32421875
99,0.3866903781890869,-150.87890625,-12.20703125,-11.23046875,-92.28515625
100,0.3905951976776123,-479.98046875,-17.578125,-15.625,-376.46484375
101,0.3945000171661377,66.40625,-21.484375,-9.765625,33.69140625
102,0.398404598236084,485.3515625,-17.08984375,-7.8125,386.71875
103,0.4023094177246094,47.8515625,-19.04296875,-16.6015625,64.94140625
104,0.40621423721313477,-498.53515625,-26.85546875,-27.83203125,-388.671875
105,0.41011905670166016,-168.9453125,-21.97265625,-25.390625,-161.1328125
106,0.41402387619018555,442.3828125,-13.18359375,-13.671875,338.37890625
107,0.41792869567871094,232.91015625,-12.6953125,-20.01953125,206.0546875
108,0.4218447208404541,-424.31640625,-13.671875,-30.2734375,-321.2890625
109,0.4257495403289795,-338.8671875,-19.53125,-29.78515625,-289.0625
110,0.4296543598175049,319.82421875,-22.4609375,-20.01953125,232.421875
111,0.43355894088745117,367.67578125,-20.01953125,-15.13671875,297.36328125
112,0.43746376037597656,-284.66796875,-14.6484375,-24.90234375,-217.7734375
113,0.44136857986450195,-459.9609375,-12.6953125,-27.34375,-373.53515625
114,0.44527339935302734,157.71484375,-14.16015625,-23.4375,108.88671875
115,0.44917821884155273,458.49609375,-13.671875,-18.06640625,370.1171875
116,0.4530830383300781,-98.14453125,-8.7890625,-22.4609375,-65.91796875
117,0.4569878578186035,-508.30078125,-12.6953125,-28.80859375,-417.96875
118,0.4608926773071289,-20.5078125,-19.04296875,-20.99609375,-44.43359375
119,0.4647972583770752,484.375,-17.08984375,-10.7421875,376.46484375
120,0.46871113777160645,99.12109375,-11.71875,-9.765625,95.21484375
121,0.47261571884155273,-485.3515625,-13.18359375,-17.578125,-378.41796875
122,0.4765205383300781,-210.44921875,-19.53125,-18.06640625,-190.91796875
123,0.4804253578186035,422.36328125,-23.4375,-12.6953125,320.3125
124,0.4843301773071289,281.25,-22.4609375,-13.18359375,221.6796875
125,0.4882349967956543,-378.41796875,-17.578125,-18.5546875,-314.453125
