,time,TP09,AF7,AF8,TP10
0,0.0,-32.71484375,-118.1640625,-13.18359375,-19.53125
1,0.003905773162841797,-62.01171875,-165.52734375,-26.3671875,-40.0390625
2,0.007811307907104492,-59.5703125,-196.2890625,-29.296875,-27.34375
3,0.011717081069946289,-46.38671875,-145.5078125,-18.06640625,1.953125
4,0.015622854232788086,-47.36328125,-125.0,-24.90234375,-2.9296875
5,0.019528627395629883,-7.32421875,-144.53125,-12.6953125,-5.37109375
6,0.023434162139892578,0.48828125,-163.0859375,-16.11328125,-0.48828125
7,0.027339935302734375,-22.94921875,-114.74609375,-12.6953125,11.23046875
8,0.031245708465576172,-48.828125,-114.2578125,-14.16015625,-3.41796875
9,0.03515124320983887,-67.3828125,-137.20703125,-18.5546875,-31.25
10,0.039057016372680664,-46.38671875,-116.69921875,-21.97265625,-27.83203125
11,0.04296278953552246,-38.57421875,-122.0703125,-26.3671875,-5.37109375
12,0.04687619209289551,-41.9921875,-136.71875,-18.5546875,-4.8828125
13,0.0507817268371582,-37.59765625,-169.43359375,-17.08984375,-24.90234375
14,0.0546875,-21.484375,-178.22265625,-17.578125,-11.23046875
15,0.0585932731628418,-14.16015625,-134.765625,-37.59765625,10.7421875
16,0.06249880790710449,-32.71484375,-120.60546875,-42.48046875,-7.32421875
17,0.06640458106994629,-55.6640625,-121.58203125,-47.8515625,-44.921875
18,0.07031035423278809,-55.17578125,-104.4921875,-46.38671875,-43.45703125
19,0.07421612739562988,-37.59765625,-90.33203125,-16.11328125,-9.765625
20,0.07812166213989258,-44.921875,-130.859375,-15.13671875,1.953125
21,0.08202743530273438,-50.78125,-160.64453125,-37.109375,-15.13671875
22,0.08593320846557617,-45.8984375,-144.53125,-45.8984375,-17.578125
23,0.08983874320983887,-41.50390625,-133.30078125,-39.55078125,-11.71875
24,0.09375143051147461,-34.1796875,-122.0703125,-32.2265625,-6.8359375
25,0.0976572036743164,-28.80859375,-132.32421875,-50.29296875,-5.37109375
26,0.1015627384185791,-34.1796875,-121.09375,-96.19140625,-19.04296875
27,0.1054685115814209,-27.34375,-88.37890625,-63.96484375,-5.859375
28,0.1093742847442627,-24.4140625,-128.90625,-0.48828125,17.08984375
29,0.11328005790710449,-37.109375,-177.734375,-4.39453125,8.30078125
30,0.11718559265136719,-25.390625,-132.32421875,-27.34375,-0.48828125
31,0.12109136581420898,-23.4375,-117.1875,-33.69140625,-19.04296875
32,0.12499713897705078,-18.5546875,-129.8828125,-22.4609375,1.46484375
33,0.12890267372131348,-18.06640625,-116.2109375,-30.76171875,20.5078125
34,0.13280844688415527,-28.3203125,-136.71875,-40.0390625,-16.11328125
35,0.13671422004699707,-22.94921875,-160.64453125,-35.64453125,-18.5546875
36,0.1406264305114746,-19.04296875,-142.08984375,-30.2734375,5.859375
37,0.1445322036743164,-32.2265625,-136.71875,-34.1796875,-4.39453125
38,0.1484377384185791,-41.9921875,-166.9921875,-38.0859375,-23.92578125
39,0.1523435115814209,-34.66796875,-166.50390625,-22.94921875,-26.85546875
40,0.1562492847442627,0.9765625,-106.93359375,-23.92578125,7.8125
41,0.1601548194885254,-0.9765625,-109.375,-37.59765625,23.92578125
42,0.1640605926513672,-39.55078125,-162.109375,-21.97265625,-13.18359375
43,0.16796636581420898,-31.25,-165.0390625,-1.953125,-23.92578125
44,0.17187190055847168,-23.92578125,-144.04296875,-11.23046875,-23.92578125
45,0.17577767372131348,-35.64453125,-121.58203125,-23.4375,-10.25390625
46,0.17968344688415527,-23.4375,-107.421875,-18.5546875,8.30078125
47,0.18358922004699707,-16.11328125,-94.7265625,-9.27734375,1.46484375
48,0.1875007152557373,-24.90234375,-122.0703125,-18.06640625,-12.6953125
49,0.19140625,-24.90234375,-149.4140625,-32.71484375,-4.39453125
50,0.1953120231628418,-10.25390625,-111.81640625,-27.34375,18.06640625
51,0.1992177963256836,-12.20703125,-114.74609375,-29.78515625,-1.953125
52,0.2031233310699463,-19.53125,-171.875,-30.2734375,-35.15625
53,0.20702910423278809,-15.625,-150.390625,-20.5078125,-12.6953125
54,0.21093487739562988,-23.92578125,-114.74609375,-21.484375,8.7890625
55,0.21484065055847168,0.9765625,-131.34765625,-5.37109375,-9.765625
56,0.21874618530273438,31.73828125,-125.48828125,10.25390625,-9.765625
57,0.22265195846557617,25.390625,-105.95703125,5.37109375,-4.39453125
58,0.22655773162841797,-21.484375,-128.90625,-31.73828125,-22.4609375
59,0.23046326637268066,-29.296875,-139.6484375,-40.0390625,-34.1796875
60,0.2343742847442627,-15.625,-138.18359375,-43.45703125,-31.73828125
61,0.2382798194885254,-20.5078125,-137.6953125,-37.59765625,-14.6484375
62,0.2421855926513672,-39.55078125,-143.5546875,-67.3828125,-10.7421875
63,0.24609136581420898,-46.38671875,-166.50390625,-52.24609375,-24.4140625
64,0.24999713897705078,-41.015625,-203.125,-5.37109375,-38.57421875
65,0.2539026737213135,-33.69140625,-216.30859375,-19.53125,-37.59765625
66,0.2578084468841553,-42.96875,-184.5703125,-34.66796875,-33.69140625
67,0.26171422004699707,-74.70703125,-149.90234375,-36.62109375,-41.9921875
68,0.26561975479125977,-82.51953125,-156.25,-47.36328125,-60.05859375
69,0.26952552795410156,-68.359375,-161.62109375,-52.24609375,-64.94140625
70,0.27343130111694336,-59.08203125,-177.734375,-56.15234375,-41.015625
71,0.27733707427978516,-46.875,-190.91796875,-83.984375,-25.390625
72,0.281247615814209,-42.96875,-184.08203125,-61.5234375,-30.76171875
73,0.2851533889770508,-63.96484375,-233.3984375,-50.78125,-51.7578125
74,0.2890589237213135,-72.75390625,-240.72265625,-59.08203125,-68.84765625
75,0.2929646968841553,-49.31640625,-201.171875,-17.578125,-35.64453125
76,0.29687047004699707,-57.6171875,-190.91796875,-38.0859375,-30.76171875
77,0.30077624320983887,-52.24609375,-211.9140625,-53.7109375,-46.38671875
78,0.30468177795410156,-37.109375,-217.7734375,-51.26953125,-55.17578125
79,0.30858755111694336,-51.26953125,-220.21484375,-38.57421875,-45.8984375
80,0.31249332427978516,-51.26953125,-221.6796875,-22.94921875,-13.671875
81,0.31639885902404785,-56.15234375,-231.4453125,-62.01171875,-49.8046875
82,0.32030463218688965,-66.40625,-237.3046875,-89.35546875,-72.75390625
83,0.32421040534973145,-45.41015625,-256.34765625,-56.15234375,-34.1796875
84,0.3281247615814209,-25.87890625,-280.2734375,-18.06640625,-14.16015625
85,0.3320302963256836,-44.43359375,-300.78125,-44.43359375,-42.96875
86,0.3359360694885254,-15.13671875,-274.90234375,-31.73828125,-34.1796875
87,0.3398418426513672,-26.85546875,-247.0703125,-40.52734375,-36.1328125
88,0.3437473773956299,-48.828125,-265.13671875,-41.9921875,-31.25
89,0.3476531505584717,-34.66796875,-308.59375,-33.203125,-20.01953125
90,0.3515589237213135,-40.52734375,-304.6875,-80.078125,-41.9921875
91,0.3554646968841553,-40.0390625,-299.31640625,-60.546875,-47.8515625
92,0.35937023162841797,-38.0859375,-301.26953125,-24.4140625,-22.94921875
93,0.36327600479125977,-28.80859375,-266.11328125,-20.99609375,1.953125
94,0.36718177795410156,-28.80859375,-263.671875,-23.4375,-11.23046875
95,0.37108731269836426,-37.109375,-282.71484375,-47.36328125,-43.45703125
96,0.3750011920928955,-22.94921875,-282.71484375,-59.08203125,-25.390625
97,0.3789069652557373,-37.59765625,-280.2734375,-33.69140625,-8.7890625
98,0.3828127384185791,-56.640625,-293.9453125,-45.41015625,-47.8515625
99,0.3867185115814209,-38.0859375,-267.578125,-63.96484375,-61.03515625
100,0.3906240463256836,-28.80859375,-240.72265625,-50.78125,-30.2734375
101,0.3945298194885254,-41.50390625,-252.9296875,-49.8046875,-10.25390625
102,0.3984355926513672,-41.9921875,-269.53125,-32.71484375,-21.484375
103,0.4023411273956299,-24.90234375,-274.4140625,-23.4375,-24.90234375
104,0.4062469005584717,-18.5546875,-280.76171875,-41.50390625,-7.32421875
105,0.4101526737213135,-23.92578125,-279.296875,-41.9921875,-1.953125
106,0.4140584468841553,-41.015625,-292.48046875,-63.4765625,-29.296875
107,0.41796398162841797,-38.0859375,-253.41796875,-65.91796875,-41.9921875
108,0.421877384185791,-15.625,-201.171875,-57.12890625,-20.5078125
109,0.4257831573486328,-38.57421875,-225.09765625,-74.70703125,-18.5546875
110,0.4296886920928955,-46.875,-253.41796875,-53.22265625,-30.2734375
111,0.4335944652557373,-36.62109375,-249.0234375,-50.78125,-46.38671875
112,0.4375002384185791,-37.59765625,-256.34765625,-67.87109375,-52.734375
113,0.4414057731628418,-52.24609375,-264.16015625,-52.24609375,-20.99609375
114,0.4453115463256836,-57.6171875,-249.51171875,-30.76171875,-4.39453125
115,0.4492173194885254,-38.0859375,-249.0234375,-22.94921875,-23.4375
116,0.4531230926513672,-36.62109375,-261.23046875,-51.26953125,-33.203125
117,0.4570286273956299,-35.64453125,-229.00390625,-49.8046875,-23.4375
118,0.4609344005584717,-31.25,-223.6328125,-24.90234375,-15.13671875
119,0.4648401737213135,-30.76171875,-243.1640625,-45.8984375,-27.83203125
120,0.4687528610229492,-24.90234375,-226.5625,-63.4765625,-27.83203125
121,0.472658634185791,-34.1796875,-224.609375,-51.7578125,-30.2734375
122,0.4765644073486328,-30.76171875,-224.12109375,-28.80859375,-25.390625
